10-0;http://localhost:3000/explore?countryCodes=za&page=10;wineries-hamilton-russell-vineyards-wines-chardonnay-2015;Hamilton Russell Chardonnay 2015;Hemel-en-Aarde Valley;South Africa;http://images.vivino.com/thumbs/xeqFAhkFQIKh2tM59jGafQ_375x500.jpg
8-6;http://localhost:3000/explore?countryCodes=za&page=8;wineries-badenhorst-family-wines-wines-white-blend-2009;Badenhorst Family Wines White Blend 2009;Swartland;South Africa;http://images.vivino.com/thumbs/sl7kgNEkSHyMsqnhIx266A_375x500.jpg
8-7;http://localhost:3000/explore?countryCodes=za&page=8;wineries-boekenhoutskloof-wines-syrah-2014;Boekenhoutskloof Syrah 2014;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/vetp449bSrG2Gda_xvKWVQ_375x500.jpg
8-8;http://localhost:3000/explore?countryCodes=za&page=8;wineries-vuurberg-wines-reserve-2012;Vuurberg Reserve 2012;Stellenbosch;South Africa;http://images.vivino.com/thumbs/yuvlWmwoTQSXfP7dLAywlQ_375x500.jpg
8-9;http://localhost:3000/explore?countryCodes=za&page=8;wineries-alvi-s-drift-wines-reserve-fusion-2012;Alvi's Drift Reserve Fusion 2012;Worchester;South Africa;http://images.vivino.com/thumbs/ND431jM0RZWhR5gHX55J9w_375x500.jpg
8-10;http://localhost:3000/explore?countryCodes=za&page=8;wineries-david-nadia-sadie-wines-grenache-2014;David & Nadia Grenache 2014;Swartland;South Africa;http://images.vivino.com/thumbs/BjtRS4PlQFOY1e5P-KysQg_375x500.jpg
8-11;http://localhost:3000/explore?countryCodes=za&page=8;wineries-fairview-wines-wines-beacon-shiraz-2013;Fairview The Beacon Shiraz 2013;Swartland;South Africa;http://images.vivino.com/thumbs/tyeFDzLmR8OQJpP5iKFNuQ_375x500.jpg
8-12;http://localhost:3000/explore?countryCodes=za&page=8;wineries-vergelegen-wine-estate-wines-reserve-cabernet-sauvignon-2011;Vergelegen Cabernet Sauvignon Reserve 2011;Stellenbosch;South Africa;http://images.vivino.com/thumbs/AbOSSMBUR4KZcDwjEcaF4g_375x500.jpg
8-13;http://localhost:3000/explore?countryCodes=za&page=8;wineries-steenberg-wines-constantia-shiraz-2012;Steenberg Shiraz 2012;Constantia;South Africa;http://images.vivino.com/thumbs/qwAiWBmRR-qj7PVvCWOlZA_375x500.jpg
8-14;http://localhost:3000/explore?countryCodes=za&page=8;wineries-strandveld-wines-adamastor-elim-sauvignon-blanc-smillon-2013;Strandveld Vineyards Adamastor Blanc 2013;Cape Agulhas;South Africa;http://images.vivino.com/thumbs/ubjvjoQTScWeX-WZjtFRfA_375x500.jpg
8-15;http://localhost:3000/explore?countryCodes=za&page=8;wineries-kleine-zalze-wines-family-reserve-cabernet-sauvignon-2009;Kleine Zalze Cabernet Sauvignon Family Reserve 2009;Stellenbosch;South Africa;http://images.vivino.com/thumbs/E0vNfRe5RU295GzmmC5g1g_375x500.jpg
8-16;http://localhost:3000/explore?countryCodes=za&page=8;wineries-kleine-zalze-wines-family-reserve-shiraz-2010;Kleine Zalze Shiraz Family Reserve 2010;Stellenbosch;South Africa;http://images.vivino.com/thumbs/7Xg98HZVSsGOSBOjOLiCvg_375x500.jpg
8-17;http://localhost:3000/explore?countryCodes=za&page=8;wineries-paul-cluver-wines-seven-flags-pinot-noir-2013;Paul Cluver Seven Flags Pinot Noir 2013;Elgin;South Africa;http://images.vivino.com/thumbs/YW1wAGR0TbOOPjDJBWoRgg_375x500.jpg
8-18;http://localhost:3000/explore?countryCodes=za&page=8;wineries-muratie-estate-wines-ronnie-melck-shiraz-2014;Muratie Ronnie Melck Shiraz 2014;Stellenbosch;South Africa;http://images.vivino.com/thumbs/LMc2G1rFQV6xuwo9-uEzDQ_375x500.jpg
8-19;http://localhost:3000/explore?countryCodes=za&page=8;wineries-savage-wines-savage-2015;Savage White Blend 2015;Western Cape;South Africa;http://images.vivino.com/thumbs/lhSQMHTLTZGIdJkQFKbqRQ_375x500.jpg
8-20;http://localhost:3000/explore?countryCodes=za&page=8;wineries-ataraxia-wines-kevin-grant-chardonnay-2015;Ataraxia Chardonnay 2015;Hemel-en-Aarde Valley;South Africa;http://images.vivino.com/thumbs/9qpGJNvIT6WJ_cdWTXUE-A_375x500.jpg
8-21;http://localhost:3000/explore?countryCodes=za&page=8;wineries-za-lismore-wines-greyton-sauvignon-blanc-2013;Lismore Sauvignon Blanc 2013;Western Cape;South Africa;http://images.vivino.com/thumbs/_ohcRO8YT0q8dhSclAnMlQ_375x500.jpg
8-22;http://localhost:3000/explore?countryCodes=za&page=8;wineries-constantia-uitsig-wines-constantia-2012;Constantia Uitsig Constantia White 2012;Constantia;South Africa;http://images.vivino.com/thumbs/01yu0o7bmwab1_375x500.jpg
8-23;http://localhost:3000/explore?countryCodes=za&page=8;wineries-journeys-end-wines-stellenbosch-cape-doctor-2009;Journey's End The Cape Doctor Red Blend 2009;Stellenbosch;South Africa;http://images.vivino.com/thumbs/jZH_tsPETl2kwaFk22BC9Q_375x500.jpg
8-24;http://localhost:3000/explore?countryCodes=za&page=8;wineries-the-sadie-family-wines-pty-ltd-wines-skerpioen-2012;The Sadie Family Die Ouwingerdreeks Skerpioen 2012;Swartland;South Africa;http://images.vivino.com/thumbs/022g7kctoa4cv_375x500.jpg
16-0;http://localhost:3000/explore?countryCodes=za&page=16;wineries-klein-constantia-estate-wines-red-2013;Klein Constantia Estate Red 2013;Constantia;South Africa;http://images.vivino.com/thumbs/CC7Vg10wSICthPwI-KOLhA_375x500.jpg
16-1;http://localhost:3000/explore?countryCodes=za&page=16;wineries-meerlust-estate-wines-chardonnay-2015;Meerlust Chardonnay 2015;Stellenbosch;South Africa;http://images.vivino.com/thumbs/-idWC6TNS3WE61NEuOIMnQ_375x500.jpg
16-2;http://localhost:3000/explore?countryCodes=za&page=16;wineries-badenhorst-family-wines-wines-white-blend-2013;Badenhorst Family Wines White Blend 2013;Swartland;South Africa;http://images.vivino.com/thumbs/3KjPtLm4RxWANT65GNTD1A_375x500.jpg
16-3;http://localhost:3000/explore?countryCodes=za&page=16;wineries-cederberg-wines-bukettraube-2015;Cederberg Bukettraube 2015;Citrusdal Mountain;South Africa;http://images.vivino.com/thumbs/HtuLx0uJRXqrcZD6IGyrOQ_375x500.jpg
16-4;http://localhost:3000/explore?countryCodes=za&page=16;wineries-mullineux-wines-kloof-street-riebeek-kasteel-swartland-2014;Mullineux Old Vines 2014;Swartland;South Africa;http://images.vivino.com/thumbs/hyAc-sJXShCbxkX0a1Azww_375x500.jpg
16-5;http://localhost:3000/explore?countryCodes=za&page=16;wineries-spier-cellars-wines-vintage-selection-pinotage-2013;Spier Vintage Selection Pinotage 2013;Stellenbosch;South Africa;http://images.vivino.com/thumbs/H8quCBHFTw6iTKG-HPcxuQ_375x500.jpg
16-6;http://localhost:3000/explore?countryCodes=za&page=16;wineries-za-creation-wines-pinot-noir-2015;Creation Pinot Noir 2015;Walker Bay;South Africa;http://images.vivino.com/thumbs/DA3vTQkqRSKgpshmfgsb6Q_375x500.jpg
16-7;http://localhost:3000/explore?countryCodes=za&page=16;wineries-springfield-wines-miss-lucy-sauvignon-blanc-semillon-pinot-gris-2015;Springfield Estate Miss Lucy White Blend 2015;Robertson;South Africa;http://images.vivino.com/thumbs/Rt5R_VW7QJ6Ypaqra-iBtA_375x500.jpg
16-8;http://localhost:3000/explore?countryCodes=za&page=16;wineries-lanzerac-wines-chardonnay-2014;Lanzerac Chardonnay 2014;Stellenbosch;South Africa;http://images.vivino.com/thumbs/bqap5SLFT664PZDQMrKOUg_375x500.jpg
16-9;http://localhost:3000/explore?countryCodes=za&page=16;wineries-grillhouse-wines-shiraz-pinotage-western-cape-2014;Grillhouse Shiraz - Pinotage 2014;Western Cape;South Africa;http://images.vivino.com/thumbs/Z23_O0zOROS9ylYgDhfo4A_375x500.jpg
16-10;http://localhost:3000/explore?countryCodes=za&page=16;wineries-morgenster-estate-wines-4200002-lourens-river-valley-2010;Morgenster Estate Lourens River Valley 2010;Stellenbosch;South Africa;http://images.vivino.com/thumbs/Iaz9NvqaRQGX559hdgEHgA_375x500.jpg
16-11;http://localhost:3000/explore?countryCodes=za&page=16;wineries-goose-wines-expression-2008;The Goose Expression 2008;Coastal Region;South Africa;http://images.vivino.com/thumbs/1-ePcL2nTuyrG4kOoKXCwA_375x500.jpg
16-12;http://localhost:3000/explore?countryCodes=za&page=16;wineries-klein-constantia-estate-wines-metis-sauvignon-blanc-2013;Klein Constantia Metis Sauvignon Blanc 2013;Constantia;South Africa;http://images.vivino.com/thumbs/uWIVPljYSweTygAD-WR6Bg_375x500.jpg
16-13;http://localhost:3000/explore?countryCodes=za&page=16;wineries-rainbows-end-wines-cabernet-franc-stellenbosch-2013;Rainbow's End Cabernet Franc 2013;Stellenbosch;South Africa;http://images.vivino.com/thumbs/Lkpt6cYZRkWt3mLTy_aAPQ_375x500.jpg
16-14;http://localhost:3000/explore?countryCodes=za&page=16;wineries-groot-constantia-wines-pinotage-2015;Groot Constantia Pinotage 2015;Constantia;South Africa;http://images.vivino.com/thumbs/qZxEwwSYTJ2j-WZ2TzoCsA_375x500.jpg
16-15;http://localhost:3000/explore?countryCodes=za&page=16;wineries-cederberg-wines-sauvignon-blanc-2015;Cederberg Sauvignon Blanc 2015;Citrusdal Mountain;South Africa;http://images.vivino.com/thumbs/ZAF4MaUHRpSPzJLj4V_NGg_375x500.jpg
16-16;http://localhost:3000/explore?countryCodes=za&page=16;wineries-delaire-graff-wines-chardonnay-south-africa-banghoek-reserve-graff-2015;Delaire Graff Chardonnay Banghoek Reserve 2015;Stellenbosch;South Africa;http://images.vivino.com/thumbs/oXuE4p2YQ2K8jkZ2PDshYw_375x500.jpg
16-17;http://localhost:3000/explore?countryCodes=za&page=16;wineries-neil-ellis-wines-stellenbosch-cabernet-sauvignon-2012;Neil Ellis Cabernet Sauvignon 2012;Stellenbosch;South Africa;http://images.vivino.com/thumbs/kImCqjUdQ_yA8JRtnO7nMA_375x500.jpg
16-18;http://localhost:3000/explore?countryCodes=za&page=16;wineries-de-trafford-wines-chenin-blanc-2012;De Trafford Chenin Blanc 2012;Stellenbosch;South Africa;http://images.vivino.com/thumbs/02ncfo0rc8wjo_375x500.jpg
16-19;http://localhost:3000/explore?countryCodes=za&page=16;wineries-de-grendel-wines-koetshuis-sauvignon-blanc-2015;De Grendel Koetshuis Sauvignon Blanc 2015;Durbanville;South Africa;http://images.vivino.com/thumbs/hz0v3h3LR3uA5zFrw_I2sQ_375x500.jpg
16-20;http://localhost:3000/explore?countryCodes=za&page=16;wineries-thelema-mountain-wines-the-mint-cabernet-sauvignon-2012;Thelema The Mint Cabernet Sauvignon 2012;Stellenbosch;South Africa;http://images.vivino.com/thumbs/afwiwqvPS06-op4C04ozgg_375x500.jpg
16-21;http://localhost:3000/explore?countryCodes=za&page=16;wineries-oldenburg-wines-stellenbosch-syrah-2012;Oldenburg Stellenbosch Syrah 2012;Stellenbosch;South Africa;http://images.vivino.com/thumbs/H0JCuq5DT0ycfy3H1tV34g_375x500.jpg
16-22;http://localhost:3000/explore?countryCodes=za&page=16;wineries-klein-constantia-estate-wines-red-2014;Klein Constantia Estate Red 2014;Constantia;South Africa;http://images.vivino.com/thumbs/d9v1Fuy9SO64M96ng7lmxw_375x500.jpg
16-23;http://localhost:3000/explore?countryCodes=za&page=16;wineries-raats-wines-cabernet-franc-2013;Raats Cabernet Franc 2013;Stellenbosch;South Africa;http://images.vivino.com/thumbs/uNNn755kTCWLKjfK20JJlA_375x500.jpg
16-24;http://localhost:3000/explore?countryCodes=za&page=16;wineries-anwilka-wines-3294562-stellenbosch-2011;Anwilka Stellenbosch 2011;Stellenbosch;South Africa;http://images.vivino.com/thumbs/b2zvhrmcTYGUoNc10x7LtA_375x500.jpg
3-1;http://localhost:3000/explore?countryCodes=za&page=3;wineries-the-sadie-family-wines-pty-ltd-wines-skerpioen-2014;The Sadie Family Die Ouwingerdreeks Skerpioen 2014;Swartland;South Africa;http://images.vivino.com/thumbs/HvzpZmyvROGM-e5LfgpdWg_375x500.jpg
3-0;http://localhost:3000/explore?countryCodes=za&page=3;wineries-vergelegen-wine-estate-wines-3099661-stellenbosch-2011;Vergelegen V Red 2011;Stellenbosch;South Africa;http://images.vivino.com/thumbs/PRzWGRDTQbe3GjWYIgAfJQ_375x500.jpg
3-2;http://localhost:3000/explore?countryCodes=za&page=3;wineries-kleine-zalze-wines-family-reserve-cabernet-sauvignon-2010;Kleine Zalze Cabernet Sauvignon Family Reserve 2010;Stellenbosch;South Africa;http://images.vivino.com/thumbs/xvZ1I6MyTx-YpmS8Rc_xkw_375x500.jpg
3-3;http://localhost:3000/explore?countryCodes=za&page=3;wineries-jordan-wines-nine-yards-2015;Jordan - Jardin Nine Yards 2015;Stellenbosch;South Africa;http://images.vivino.com/thumbs/uw6QvFyxRrKh3jQizJTEig_375x500.jpg
3-4;http://localhost:3000/explore?countryCodes=za&page=3;wineries-the-sadie-family-wines-pty-ltd-wines-skerpioen-2013;The Sadie Family Die Ouwingerdreeks Skerpioen 2013;Swartland;South Africa;http://images.vivino.com/thumbs/EkE9mIKCTyadDQIbZJp9RA_375x500.jpg
3-5;http://localhost:3000/explore?countryCodes=za&page=3;wineries-the-sadie-family-wines-pty-ltd-wines-die-ouwingerdreeks-t-voetpad-2015;The Sadie Family Die Ouwingerdreeks T Voetpad 2015;Swartland;South Africa;http://images.vivino.com/thumbs/uxrpVN5pToKpeV2Ic5j_Ew_375x500.jpg
3-6;http://localhost:3000/explore?countryCodes=za&page=3;wineries-meerlust-estate-wines-stellenbosch-rubicon-2010;Meerlust Rubicon 2010;Stellenbosch;South Africa;http://images.vivino.com/thumbs/MUvWAxkaSeudsuAFb-QpXw_375x500.jpg
3-7;http://localhost:3000/explore?countryCodes=za&page=3;wineries-kanonkop-estate-wines-paul-sauer-2011;Kanonkop Paul Sauer 2011;Stellenbosch;South Africa;http://images.vivino.com/thumbs/mLeES7HrSuyfA9FBHteR7g_375x500.jpg
3-8;http://localhost:3000/explore?countryCodes=za&page=3;wineries-chris-suzaan-alheit-wines-suzaan-alheit-cartology-2014;Chris Suzaan Alheit Cartology Bushvines 2014;Western Cape;South Africa;http://images.vivino.com/thumbs/EQ8fPqeXRDC_NdXK6a0ERg_375x500.jpg
3-9;http://localhost:3000/explore?countryCodes=za&page=3;wineries-bouchard-finlayson-wines-hannibal-2013;Bouchard Finlayson Hannibal 2013;Walker Bay;South Africa;http://images.vivino.com/thumbs/JygBYHfcT6Oe77NKL-mT9Q_375x500.jpg
3-10;http://localhost:3000/explore?countryCodes=za&page=3;wineries-morgenster-estate-wines-lourens-river-valley-2003;Morgenster Estate Lourens River Valley 2003;Stellenbosch;South Africa;http://images.vivino.com/thumbs/B85pJ48bTGe-bdh0HV5SXg_375x500.jpg
3-11;http://localhost:3000/explore?countryCodes=za&page=3;wineries-bouchard-finlayson-wines-galpin-peak-pinot-noir-2013;Bouchard Finlayson Galpin Peak Pinot Noir 2013;Walker Bay;South Africa;http://images.vivino.com/thumbs/EpStcPtsR7OLCdI3nHrr3g_375x500.jpg
3-12;http://localhost:3000/explore?countryCodes=za&page=3;wineries-constantia-glen-wines-five-2011;Constantia Glen Five 2011;Constantia;South Africa;http://images.vivino.com/thumbs/WiFC9fSKQx-rKI5VzwoNVA_375x500.jpg
3-13;http://localhost:3000/explore?countryCodes=za&page=3;wineries-morgenster-estate-wines-stellenbosch-cape-of-good-hope-2001;Morgenster Estate Rouge 2001;Stellenbosch;South Africa;http://images.vivino.com/thumbs/gpsg77H1T7ysD6t4qpOo1A_375x500.jpg
3-14;http://localhost:3000/explore?countryCodes=za&page=3;wineries-boekenhoutskloof-wines-syrah-2011;Boekenhoutskloof Syrah 2011;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/vJs_PX-yT-S62hkF36_R6A_375x500.jpg
3-15;http://localhost:3000/explore?countryCodes=za&page=3;wineries-de-morgenzon-wines-stellenbosch-reserve-chenin-blanc-2014;De Morgenzon Chenin Blanc Reserve 2014;Stellenbosch;South Africa;http://images.vivino.com/thumbs/ddi8o4quQveqJZbVLRWPtA_375x500.jpg
3-16;http://localhost:3000/explore?countryCodes=za&page=3;wineries-morgenster-estate-wines-stellenbosch-cape-of-good-hope-2008;Morgenster Estate Rouge 2008;Stellenbosch;South Africa;http://images.vivino.com/thumbs/X0VNIHRBQk6vavVaRUJmgA_375x500.jpg
3-17;http://localhost:3000/explore?countryCodes=za&page=3;wineries-eagles-nest-wines-constantia-shiraz-2011;Eagles' Nest Shiraz 2011;Constantia;South Africa;http://images.vivino.com/thumbs/TVDkK3-7QOuMiTOWOxpo1w_375x500.jpg
3-18;http://localhost:3000/explore?countryCodes=za&page=3;wineries-boekenhoutskloof-wines-syrah-2012;Boekenhoutskloof Syrah 2012;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/v17BdQBYT8mfavK4r3C05w_375x500.jpg
3-19;http://localhost:3000/explore?countryCodes=za&page=3;wineries-kanonkop-estate-wines-paul-sauer-2013;Kanonkop Paul Sauer 2013;Stellenbosch;South Africa;http://images.vivino.com/thumbs/Rc11kePCR6amJZInTrHq-g_375x500.jpg
3-20;http://localhost:3000/explore?countryCodes=za&page=3;wineries-the-sadie-family-wines-pty-ltd-wines-columella-liberatus-castro-bonae-spei-2012;The Sadie Family Columella 2012;Swartland;South Africa;http://images.vivino.com/thumbs/QurZ7ZBARf-mI0QHIyEJMQ_375x500.jpg
3-21;http://localhost:3000/explore?countryCodes=za&page=3;wineries-the-sadie-family-wines-pty-ltd-wines-columella-liberatus-castro-bonae-spei-2011;The Sadie Family Columella 2011;Swartland;South Africa;http://images.vivino.com/thumbs/32LnBH9FTeOCn1G8jClkPw_375x500.jpg
3-22;http://localhost:3000/explore?countryCodes=za&page=3;wineries-lothian-wines-vineyards-semper-pinot-noir-2013;Lothian Vineyards Vineyard Selection Pinot Noir 2013;Elgin;South Africa;http://images.vivino.com/thumbs/M8B32fufSlKR7siXVPd6Vg_375x500.jpg
3-23;http://localhost:3000/explore?countryCodes=za&page=3;wineries-the-sadie-family-wines-pty-ltd-wines-skurfberg-wyn-van-oorsprong-olifantsrivier-die-ouwingerdreek-2014;The Sadie Family Die Ouwingerdreeks Skurfberg 2014;Olifants River;South Africa;http://images.vivino.com/thumbs/jh6x58OuTNunfHl66eFPVQ_375x500.jpg
3-24;http://localhost:3000/explore?countryCodes=za&page=3;wineries-de-morgenzon-wines-chardonnay-2015;De Morgenzon Chardonnay Reserve 2015;Stellenbosch;South Africa;http://images.vivino.com/thumbs/k9-dLBcFROaStn0VYqdzpw_375x500.jpg
14-0;http://localhost:3000/explore?countryCodes=za&page=14;wineries-kleine-zalze-wines-reserve-chenin-blanc-2015;Kleine Zalze Chenin Blanc Reserve Zalze Range 2015;Coastal Region;South Africa;http://images.vivino.com/thumbs/uP4fck5hTPWbIds1J8o1pA_375x500.jpg
14-1;http://localhost:3000/explore?countryCodes=za&page=14;wineries-vriesenhof-wines-pinotage-2011;Vriesenhof Pinotage 2011;Stellenbosch;South Africa;http://images.vivino.com/thumbs/FhPtzDY9Q6258mYkjePyoQ_375x500.jpg
14-2;http://localhost:3000/explore?countryCodes=za&page=14;wineries-stellenzicht-wines-rhapsody-2007;Stellenzicht Rhapsody 2007;Stellenbosch;South Africa;http://images.vivino.com/thumbs/YvpfhKg4R4-cw6nXMQESBA_375x500.jpg
